"","AlignID","tmean","FoundIn","Name.1","MatchFactor.1","DB.Id.1","CAS.1","Formula.1","Name.2","MatchFactor.2","DB.Id.2","CAS.2","Formula.2","Name.3","MatchFactor.3","DB.Id.3","CAS.3","Formula.3","Name.4","MatchFactor.4","DB.Id.4","CAS.4","Formula.4","Name.5","MatchFactor.5","DB.Id.5","CAS.5","Formula.5","Name.6","MatchFactor.6","DB.Id.6","CAS.6","Formula.6","Name.7","MatchFactor.7","DB.Id.7","CAS.7","Formula.7","Name.8","MatchFactor.8","DB.Id.8","CAS.8","Formula.8","Name.9","MatchFactor.9","DB.Id.9","CAS.9","Formula.9","Name.10","MatchFactor.10","DB.Id.10","CAS.10","Formula.10","Cory_Mreu_Rep1_6262023_32","Cory_Mreu_Rep2_6262023_33","Strl_Rep1_6302023_20","Strl_Rep1_6302023_14","VialBlank_6262023_31"
"2060",2082,21.0767,3,"tert-Amylamine, N-acetyl-","75.48"," 11755","15501389","C7H15NO","Urea, N-tert-butyl-N',N'-diethyl-","75.25"," 36203","1000360403","C9H20N2O","Methanimine,C-ethoxycarbonyl,N-ethoxycarbonylmethyl","74.88"," 45325","1000222153","C8H13NO4","2-Acetamido-N-methylbutyramide","74.69"," 26888","35023279","C7H14N2O2","N-[1-(2-Methoxy-4-methyl-cyclohex-3-enyl)-1-methyl-ethyl]-acetamide","74.35"," 71292","1000189032","C13H23NO2","Formamide, N-butyl-N-(1-methylethyl)-","74.19"," 18358","54965796","C8H17NO","3-Octanamine","73.58"," 11831","24552043","C8H19N","2-Amino-2-methyl-1-propanol, N-acetyl, acetate","73.55"," 36511","1000366708","C8H15NO3","2-Propanamine, N-methyl-N-(1-methylethyl)-","73.52","  7260","10342979","C7H17N","N,N-Diethylbutyramide","73.25"," 18329","1114767","C8H17NO",0,0,0,0,0
"2061",2083,21.0738,4,"N-Formylglycine ethyl ester","72.66"," 12547","3154516","C5H9NO3","Ethanamine, 2,2-diethoxy-N,N-dimethyl-","71.96"," 28487","3616566","C8H19NO2","N-Formylglycine ethyl ester","69.72"," 12550","3154516","C5H9NO3","1,4-Butanediol, 2,3-bis[(dimethylamino)methyl]-","69.32"," 55930","77828456","C10H24N2O2","2-Acetamido-N-methylbutyramide","68.80"," 26888","35023279","C7H14N2O2","tert-Amylamine, N-acetyl-","68.45"," 11755","15501389","C7H15NO","Urea, N-tert-butyl-N',N'-diethyl-","68.38"," 36203","1000360403","C9H20N2O","L-Alanine, N-methyl-","67.82","  4208","3913675","C4H9NO2","2-Amino-2-methyl-1-propanol, N-acetyl, acetate","67.58"," 36511","1000366708","C8H15NO3","2-Propanamine, N-methyl-N-(1-methylethyl)-","67.36","  7260","10342979","C7H17N",0,0,0,0,46286
"2062",2084,21.0633,12,"1,3,5-Triazine, 2,4,6-triphenyl-","93.41","124597","493776","C21H15N3","Bis-S-triazolo[4,3-b,3',4'-f]pyridazine, 3,3'-diphenyl-","93.41","126048","7190990","C18H12N6","1,3,5-Triazine, 2,4,6-triphenyl-","93.33","124596","493776","C21H15N3","1,3,5-Triazine, 2,4,6-triphenyl-","93.22","124600","493776","C21H15N3","1,3,5-Triazine, 2,4,6-triphenyl-","93.14","124599","493776","C21H15N3","Alpha-acetoxyacetophenone 2,4-dinitrophenylhydrazone","91.99","150637","15212176","C16H14N4O6","1,3,5-Triazine, 2,4,6-triphenyl-","91.76","124598","493776","C21H15N3","1,2,4,5-Tetrazine, 3,6-diphenyl-","91.61"," 76772","6830780","C14H10N4","Bicyclo[2.2.2]octa-2,5-diene-2-carbonitrile","91.18"," 12743","39863235","C9H9N","Ketone, methyl 2-methyl-1,3-oxothiolan-2-yl","91.00"," 19601","33266067","C6H10O2S",138193,207337,0,0,79432
"2063",2085,21.1393,7,"2-Decanol, methyl ether","99.18"," 35724","1000333839","C11H24O","Methyl 16-methoxyheptadecanoate","99.18","127809","1000110182","C19H38O3","6-Methyl-2-heptanol, methyl ether","99.16"," 19047","1000365520","C9H20O","Methyl 15-methoxyhexadecanoate","99.08","119228","1000110179","C18H36O3","Pentane, 2-methoxy-","99.04","  4113","6795886","C6H14O","Propanoic acid, 2-methoxy-","99.02","  4346","4324372","C4H8O3","Propanoic acid, 2-methoxy-, methyl ester","98.96","  8033","17639768","C5H10O3","Propionic acid, 2-isopropoxy-, methyl ester","98.96"," 19762","1000151151","C7H14O3","2-Butanol, 3-methoxy-","98.94","  4423","53778726","C5H12O2","2-Butanol, 3-methoxy-","98.93","  4419","53778726","C5H12O2",0,0,0,0,43291
"2064",2086,21.17,3,"3-Eicosene, (E)-","96.15","106467","74685339","C20H40","3-Octadecene, (E)-","96.03"," 88642","7206191","C18H36","Cyclodocosane, ethyl-","95.77","140408","1000151226","C24H48","Cyclotetracosane","95.74","140406","297030","C24H48","9-Octadecene, (E)-","95.63"," 88641","7206259","C18H36","9-Eicosene, (E)-","95.63","106466","74685293","C20H40","Cycloeicosane","95.22","106464","296560","C20H40","1-Hexadecanol","95.07"," 82481","36653824","C16H34O","Cetene","95.05"," 70853","629732","C16H32","5-Eicosene, (E)-","95.04","106465","74685306","C20H40",0,0,0,0,0
"2065",2087,21.2149,36,"p-Octylacetophenone","96.07"," 75867","10541567","C16H24O","4-Amino-7-diethylamino-chromen-2-one","95.68"," 75628","107995766","C13H16N2O2","benzoic acid, 4-octyl-, 4-octylphenyl ester","92.81","170354","1000399162","C29H42O2","3,5-Di-tert-butyl-N-O-tolyl-benzamide","92.80","132856","293761941","C22H29NO","benzoic acid, 4-octyl-, 4-(octyloxy)phenyl ester","92.76","173253","1000399279","C29H42O3","benzamide, N-(2-hydroxy-6-methoxyphenyl)-4-octyl-","92.74","149544","1000398423","C22H29NO3","benzamide, N-(3,5-dihydroxyphenyl)-4-octyl-","92.51","142993","1000398212","C21H27NO3","[2,6'-Bi-2H-1-benzopyran]-4(3H)-one, 3,5,7-trihydroxy-5'-methoxy-2',2'-dimethyl-, (2S-trans)-","92.48","160300","62498980","C21H20O7","Ethanone, 1,1'-(6-methoxy-2,5-benzofurandiyl)bis-","92.30"," 75579","23840155","C13H12O4","benzamide, N-(2,6-dihydroxyphenyl)-4-octyl-","92.29","142995","1000402470","C21H27NO3",88818,54435,15667,0,0
"2066",2088,21.22,2,"p-Octylacetophenone","82.67"," 75866","10541567","C16H24O","p-Octylacetophenone","82.21"," 75867","10541567","C16H24O","benzoic acid, 4,4'-[2,6-pyridinediyldi-2,1-ethenediyl]bis-, dimethyl ester","80.90","165092","1000398937","C21H25N3O5","2,6-Bis(1,1-dimethylethyl)-4-[(2-(4-methylphenyl)sulfonyloxy)ethyl]phenol","79.96","166367","3673709","C23H32O4S","Acethydrazide, 2-phenyl-N2-(11-indeno[1,2-b]quinoxalinyl)-","79.91","153407","329733644","C23H16N4O","5H-1-Thia-8-aza-S-indacene-2-carboxylic acid, 3-amino-6,7-dihydro-, phenethylamide","79.27","140651","1000304222","C19H19N3OS","benzamide, N-[2-hydroxy-6-[(methylsulfonyl)oxy]phenyl]-4-octyl-","78.68","169814","1000399140","C22H29NO5S","benzamide, N-(3,4-dihydroxyphenyl)-4-octyl-","78.65","142994","1000398214","C21H27NO3","benzamide, N-(3,5-dihydroxyphenyl)-4-octyl-","78.27","142993","1000398212","C21H27NO3","benzenemethanol, .alpha.-methyl-4-octyl-","77.43"," 77073","1000401081","C16H26O",0,0,0,0,0
"2067",2089,21.227,38,"Benzene, (1-butylheptyl)-","99.41"," 75899","4537159","C17H28","Benzene, (1-butylnonyl)-","98.86"," 93825","4534503","C19H32","Benzene, (1-butyloctyl)-","98.85"," 84870","2719633","C18H30","Benzene, (1-butylhexyl)-","98.84"," 66250","4537115","C16H26","Benzene, (1-butyloctyl)-","98.44"," 84871","2719633","C18H30","(1S,15S)-Bicyclo[13.1.0]hexadecan-2-one 1,4-di-O-benzyl-d-threitolketal","98.22","180741","1000105878","C34H48O4","2,5-Bis[2-benzyloxyethoxy]-4-nitroaniline","97.99","173081","1000213808","C24H26N2O6","Benzene, (1-butyloctyl)-","97.95"," 84869","2719633","C18H30","2,3-Dibenzyl-5-p-nitrobenzoyl-d-arabinose","97.94","178187","4060268","C26H25NO8","2-(E)-Pentenoic acid, 4-(dibenzylamino)-5-(benzyloxy)-5-phenyl-, ethyl ester","97.92","180067","1000164272","C34H35NO3",0,0,0,0,0
"2068",2090,21.23,3,"4-Methyl-4-ethyl-5-methylene-2-benzylimino-1,3-thiazolidine","92.71"," 84635","71224254","C14H18N2S","Piperidin-2-thione-6-one, 5-(benzyloxycarbonyl)amino-","92.50","104661","1000126327","C13H14N2O3S","Cyclopentanone, 2-(4-benzyloxy-3-methoxybenzylidene)-","89.84","124040","1000305791","C20H20O3","Benzene, (1-octyldecyl)-","89.18","137212","10596711","C24H42","2-Benzylsulfanylpropionic acid, (2-oxo-1,2-dihydroindol-3-ylidene)hydrazide","88.23","141540","1000295682","C18H17N3O2S","Octanoic acid, 6-oxo-8-phenyl-, phenyl ester","87.93","125180","1000164579","C20H22O3","Pentadecane, 6-phenyl-","87.22","111886","4534627","C21H36","Acetic acid, 2-(3-acetylamino-1-benzyl-2-indolyl)-, ethyl ester","86.99","147287","1000267879","C21H22N2O3","Imidazo[2,1-b]thiazole, 5,6-dihydro-3-(4-benzyloxyphenyl)-","86.94","123882","1000263879","C18H16N2OS","Benzene, (1-butylheptyl)-","86.35"," 75899","4537159","C17H28",0,9553,0,0,0
"2069",2091,21.2657,28,"2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol","99.04"," 94938","14035348","C17H26O2","Phenol, 2,6-bis(1,1-dimethylethyl)-4-(1-methylpropyl)-","96.82"," 95028","17540759","C18H30O","Isophthalic acid, isohexyl 1-isopropyl-2-methylpropyl ester","96.66","146563","1000356371","C21H32O4","Isophthalic acid, monoamide, N,N-diisobutyl-, hexyl ester","96.20","152088","1000345800","C22H35NO3","Isophthalic acid, 3,3-dimethylbut-2-yl isohexyl ester","96.02","139276","1000356550","C20H30O4","Isophthalic acid, di(3,3-dimethylbut-2-yl) ester","95.98","139240","1000356562","C20H30O4","Isophthalic acid, 3,3-dimethylbut-2-yl hexyl ester","95.92","139253","1000356551","C20H30O4","Terephthalic acid, hexyl tridec-2-yn-1-yl ester","95.81","171662","1000323927","C27H40O4","Isophthalic acid, 2-ethylphenyl hexyl ester","95.71","149076","1000356764","C22H26O4","Isophthalic acid, hexyl 2-isopropoxyphenyl ester","95.70","160409","1000344431","C23H28O5",0,0,0,0,0
"2070",2092,21.2675,2,"2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol","95.47"," 94938","14035348","C17H26O2","2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol","95.38"," 94937","14035348","C17H26O2","3',5'-Di-tert-butylbenzo-15-crown-5","94.99","159137","96886996","C22H36O5","Phenol, 2,6-bis(1,1-dimethylethyl)-4-(1-methylpropyl)-","93.91"," 95028","17540759","C18H30O","Isophthalic acid, 3,3-dimethylbut-2-yl hexyl ester","93.04","139253","1000356551","C20H30O4","Isophthalic acid, isohexyl 1-isopropyl-2-methylpropyl ester","93.01","146563","1000356371","C21H32O4","2H-1-benzopyran-6-ol, 3,4-dihydro-2,2,4-trimethyl-7-(1,1,3,3-tetramethylbutyl)-","92.98","121671","1000402184","C20H32O2","Isophthalic acid, 3,3-dimethylbut-2-yl isohexyl ester","92.92","139276","1000356550","C20H30O4","Isophthalic acid, monoamide, N,N-diisobutyl-, hexyl ester","92.90","152088","1000345800","C22H35NO3","Isophthalic acid, di(3,3-dimethylbut-2-yl) ester","92.80","139240","1000356562","C20H30O4",0,0,0,0,0
"2071",2093,21.2812,4,"2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol","77.62"," 94938","14035348","C17H26O2","Phenol, 2,6-bis(1,1-dimethylethyl)-4-(1-methylpropyl)-","76.35"," 95028","17540759","C18H30O","2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol","76.28"," 94937","14035348","C17H26O2","Terephthalic acid, hexyl 3-methylbenzyl ester","75.56","149091","1000382988","C22H26O4","3',5'-Di-tert-butylbenzo-15-crown-5","74.81","159137","96886996","C22H36O5","2H-1-benzopyran-6-ol, 3,4-dihydro-2,2,4-trimethyl-7-(1,1,3,3-tetramethylbutyl)-","73.63","121671","1000402184","C20H32O2","Isophthalic acid, isohexyl 1-isopropyl-2-methylpropyl ester","73.55","146563","1000356371","C21H32O4","Tetrahydrobrassicadiene","73.38","184383","","C20H36","Isophthalic acid, 3,3-dimethylbut-2-yl hexyl ester","73.28","139253","1000356551","C20H30O4","Isophthalic acid, 3,3-dimethylbut-2-yl isohexyl ester","73.24","139276","1000356550","C20H30O4",0,0,0,0,0
"2072",2094,21.2683,3,"2,5-Cyclohexadien-1-one, 4,4'-(1,2-ethanediylidene)bis[2,6-bis(1,1-dimethylethyl)-","93.92","172688","809734","C30H42O2","Isobutyl ether","93.81"," 12372","628557","C8H18O","Isobutyl ether","93.77"," 12370","628557","C8H18O","Ethanol, 2-butoxy-","93.45","  8097","111762","C6H14O2","Thiolane-3,3,4,4-tetracarbonitrile, 2,5-di-tert-butyl-","93.45","118813","1000260747","C16H20N4S","Isobutyl ether","93.40"," 12371","628557","C8H18O","Acetic acid, [(1,1-dimethylethyl)thio]-","93.39"," 20633","24310223","C6H12O2S","2-tert-Butyl-4,6-bis(3,5-di-tert-butyl-4-hydroxybenzyl)phenol","93.39","182378","134868716","C40H58O3","Ethanol, 2-butoxy-","93.23","  8098","111762","C6H14O2","t-Butyl n-hexyl disulfide","93.22"," 57596","64580592","C10H22S2",0,0,0,0,0
"2073",2095,21.2808,6,"2-Methyl-5-valeramido pyrimidine","72.31"," 48803","1000213959","C10H15N3O","22-Ketocarpesterol","71.34","181866","31893273","C37H52O4","Parapropamol","70.59"," 31054","1693374","C9H11NO2","2,4,7,9-Tetramethyl-5-decyn-4,7-diol","69.44"," 72118","126863","C14H26O2","acetamide, N-[2-(tetradecyloxy)phenyl]-","68.06","146055","1000402508","C22H37NO2","1-Cyclohexene-1-glyoxylamide, N-tert-butyl-","66.49"," 60273","4933464","C12H19NO2","7,8-Dihydrocarpesterol","66.38","181944","1000214224","C37H56O4","Cyclopentanecarboxylic acid, 3,3-dimethyl-4-methylene-, 1,1-dimethylethyl ester","65.97"," 60978","87753773","C13H22O2","2,2-Dimethylpropanoic acid, 2,6-dimethylnon-1-en-3-yn-5-yl ester","65.78"," 87318","1000299336","C16H26O2","Ditert.-butylaminoacrylonitryl","65.54"," 40715","77376853","C11H20N2",0,0,0,0,0
"2074",2096,21.2893,7,"2,4,7,9-Tetramethyl-5-decyn-4,7-diol","85.64"," 72118","126863","C14H26O2","2,4,7,9-Tetramethyl-5-decyn-4,7-diol","84.44"," 72121","126863","C14H26O2","2-Propenal, 3-(2,2,6-trimethyl-7-oxabicyclo[4.1.0]hept-1-yl)-","83.59"," 49891","55759916","C12H18O2","Metacetamol","83.56"," 22273","621421","C8H9NO2","Butanamide, N-acetyl-N-(4-hydroxyphenyl)-","83.18"," 68029","1000107087","C12H15NO3","Diacetamate","83.08"," 48705","2623338","C10H11NO3","Diacetamate","82.96"," 48703","2623338","C10H11NO3","Metacetamol","82.90"," 22271","621421","C8H9NO2","Acetaminophen","82.86"," 22275","103902","C8H9NO2","m-Isopropoxyaniline","82.71"," 22452","41406002","C9H13NO",0,0,0,0,0
"2075",2097,21.295,2,"2-Cyclopentene-1-carboxylic acid, 1,2,3-trimethyl-, ethyl ester, (.+-.)-","92.57"," 42034","29915955","C11H18O2","6-tert-Butyl-2-[(2-methylfuran-3-carbonyl)amino]-4,5,6,7-tetrahydrobenzo[b]thiophene-3-carboxylic acid, methyl ester","92.31","157599","1000311894","C20H25NO4S","2,3-Dimethyl-5-(2,6,10-trimethylundecyl) furan","92.14","114269","166773564","C20H36O","2-Heptanone, 6-(2-furanyl)-6-methyl-","91.88"," 49787","51595870","C12H18O2","13-Methyl-E,E-9,11-tetradecadien-1-ol acetate","91.86"," 97360","1000130992","C17H30O2","Lycorenan, 9,10-dimethoxy-1-methyl-","91.77","119838","13255146","C18H23NO3","Tricyclo[4.3.1.1(3,8)]undecane, 1-methoxy-","91.75"," 40768","21898953","C12H20O","benzenamine, 2-(tetradecyloxy)-","91.73","122167","1000402204","C20H35NO","Dodecanamide, N-(4-hydroxyphenyl)-","91.69","113435","103980","C18H29NO2","p-Octadecyloxyaniline","91.29","152138","4105899","C24H43NO",0,0,0,0,0
"2076",2098,21.2855,87,"Benzophenone","99.17"," 42192","119619","C13H10O","Benzophenone","98.64"," 42196","119619","C13H10O","Benzophenone","98.43"," 42197","119619","C13H10O","Benzophenone","98.22"," 42194","119619","C13H10O","Benzophenone dimethyl ketal","97.85"," 73511","2235010","C15H16O2","1,2,4-Trioxolane, 3,3,5-triphenyl-","97.57","121570","23246120","C20H16O3","1,2,4,5-Tetroxane, 3,3,6,6-tetraphenyl-","97.24","164245","16204367","C26H20O4","Benzopinacol","96.96","154145","464722","C26H22O2","1-Phenyl-2-(2-pyridyl)ethanedione","95.75"," 61636","13474481","C13H9NO2","Benzeneacetic acid, .alpha.-oxo-, methyl ester","95.45"," 30745","15206550","C9H8O3",42588,47489,43761,57847,106765
"2077",2099,21.5343,122,"1,3-Dioxolane-2-methanol","96.20","  4339","5694688","C4H8O3","1,3-Dioxolane, 2-heptyl-","96.07"," 35399","4359573","C10H20O2","1,3-Dioxolane, 2-pentadecyl-","96.05","109054","4360570","C18H36O2","1,3-Dioxolane, 2-(6-heptynyl)-","95.96"," 32703","25595828","C10H16O2","2,2'-Bi-1,3-dioxolane","95.93"," 19613","6705891","C6H10O4","2,2'-Bi-1,3-dioxolane","95.88"," 19615","6705891","C6H10O4","Acetic acid, 3-[1,3]dioxolan-2-ylpropyl ester","95.84"," 37093","1000186023","C8H14O4","4-[1,3]Dioxolan-2-yl-3,4-dimethyl-cyclohex-2-enone","95.80"," 51197","54710166","C11H16O3","1,3-Dioxolane, 2-butyl-","95.78"," 12157","4360763","C7H14O2","2,2'-Trimethylenebis-1,3-dioxolane","95.77"," 46055","6543040","C9H16O4",55824,91054,741948,928807,65265
"2078",2100,21.3495,37,"Decyl sulfide","79.68","127896","693834","C20H42S","Decyl sulfide","78.67","127897","693834","C20H42S","Decyl sulfide","78.65","127895","693834","C20H42S","18-Amino-2-ketostearic acid, N-amidono, ethyl ester","76.86","160070","1000126862","C21H41N3O3","Propanedioic acid, dibutyl-, diethyl ester","75.37","101342","596758","C15H28O4","2,2-Dihexylmalonic acid, diethyl ester","74.98","135706","54662349","C19H36O4","Cyclohexanecarboxylic acid, [4-(3-methylpyrazol-1-yl)phenyl]amide","74.48","108200","1000317015","C17H21N3O","Decanoic acid, octadecyl ester","73.75","170732","34689060","C28H56O2","Butanamide, N-methyl-4-(methylthio)-2-(2,2-dimethylpropylidene)amino-","73.74"," 74238","97443862","C11H22N2OS","Decanoic acid, hexadecyl ester","73.59","164281","29710347","C26H52O2",32108,0,0,0,0
"2079",2101,21.3334,34,"1,3-Dioxolane, 2-pentadecyl-","94.32","109054","4360570","C18H36O2","1,3-Dioxolane, 2-heptyl-","94.14"," 35399","4359573","C10H20O2","1,3-Dioxolane-2-methanol","94.05","  4339","5694688","C4H8O3","Acetic acid, 3-[1,3]dioxolan-2-ylpropyl ester","94.04"," 37093","1000186023","C8H14O4","1,3-Dioxolane, 2-butyl-","94.00"," 12157","4360763","C7H14O2","2,2'-Trimethylenebis-1,3-dioxolane","93.95"," 46055","6543040","C9H16O4","9,19-Cyclolanostan-24-one, 3-acetoxy-25-methoxy-","93.95","180513","1000194001","C33H54O4","1,3-Dioxolane, 2-(6-heptynyl)-","93.93"," 32703","25595828","C10H16O2","1,3-Dioxolane, 2-(1,1-dimethylethyl)-","93.92"," 12258","2568298","C7H14O2","2,2'-Bi-1,3-dioxolane","93.89"," 19613","6705891","C6H10O4",33352,0,21167,0,20465
"2080",2102,21.5339,9,"1,3-Dioxolane-2-methanol","98.91","  4339","5694688","C4H8O3","1,3-Dioxolane, 2-heptyl-","98.85"," 35399","4359573","C10H20O2","1,3-Dioxolane, 2-pentadecyl-","98.84","109054","4360570","C18H36O2","1,3-Dioxolane, 2-(6-heptynyl)-","98.69"," 32703","25595828","C10H16O2","2,2'-Bi-1,3-dioxolane","98.65"," 19613","6705891","C6H10O4","Acetic acid, 3-[1,3]dioxolan-2-ylpropyl ester","98.60"," 37093","1000186023","C8H14O4","2,2'-Bi-1,3-dioxolane","98.59"," 19615","6705891","C6H10O4","1,3-Dioxolane, 2-butyl-","98.59"," 12157","4360763","C7H14O2","4-[1,3]Dioxolan-2-yl-3,4-dimethyl-cyclohex-2-enone","98.57"," 51197","54710166","C11H16O3","9,19-Cyclolanostan-24-one, 3-acetoxy-25-methoxy-","98.52","180513","1000194001","C33H54O4",0,0,314871,0,0
"2081",2103,21.3427,11,"2H-Chromene-3-carboxamide, 2-oxo-N-(4-benzyloxyphenyl)-","82.37","156243","1000303868","C23H17NO4","Benzenesulfonic acid, 4-methyl-, octyl ester","81.13","108575","3386354","C15H24O3S","4H-1-Benzopyran, 4,4,5,8-tetramethyl-","80.07"," 45812","82391068","C13H16O","Cyclopropanecarboxylic acid, 2-methyl-1-(phenylmethyl)-, 2,6-bis(1,1-dimethylethyl)-4-methylphenyl ester","79.54","163225","108546856","C27H36O2","Dibutyl benzylphosphonate","79.44","108592","3762274","C15H25O3P","Bicyclo[2.2.1]heptane-2-acetamide, N-(2,3-dimethyl-6-quinoxalinyl)-","78.50","124534","1000351006","C19H23N3O","p-Toluenesulfonic acid n-hexyl ester","78.15"," 90722","3839358","C13H20O3S","(3-Methoxymethoxy-2-nitrocyclohexyl)benzene","77.89"," 96426","1000188539","C14H19NO4","Acetamide, 2-(adamantan-1-yl)-N-[4-(3-methylpyrazol-1-yl)phenyl]-","77.60","146973","1000317046","C22H27N3O","Acetamide, 2-(adamantan-1-yl)-N-(2,3-dimethylquinoxalin-6-yl)-","77.49","146972","1000317044","C22H27N3O",0,0,0,0,0
"2082",2104,21.3492,6,"Decyl sulfide","78.97","127896","693834","C20H42S","Succinic acid, ethyl 2-phenoxyethyl ester","77.80"," 96960","1000381191","C14H18O5","2,2-Dihexylmalonic acid, diethyl ester","77.51","135706","54662349","C19H36O4","Propanedioic acid, dibutyl-, diethyl ester","76.60","101342","596758","C15H28O4","Butanamide, N-methyl-4-(methylthio)-2-(2,2-dimethylpropylidene)amino-","75.76"," 74238","97443862","C11H22N2OS","Cyclohexanecarboxylic acid, [4-(3-methylpyrazol-1-yl)phenyl]amide","74.91","108200","1000317015","C17H21N3O","Cholest-2-eno[2,3-b]indole, 1'-acetyl-6'-methoxy-","74.90","181061","1000210978","C36H53NO2","18-Amino-2-ketostearic acid, N-amidono, ethyl ester","74.74","160070","1000126862","C21H41N3O3","1'H-Cholest-2-eno[3,2-b]indole, 5'-methoxy-, (5.alpha.)-","74.66","179101","55493862","C34H51NO","Bicyclo[2.2.1]heptane-2-acetamide, N-(2,3-dimethyl-6-quinoxalinyl)-","74.34","124534","1000351006","C19H23N3O",0,0,0,0,18103
"2083",2105,21.3513,4,"Hydracrylic acid, monoanhydride with 1-butaneboronic acid, cyclic ester","83.30"," 25870","33823948","C7H13BO3","N-(n-Butoxymethyl)acrylamide","82.99"," 26422","1852160","C8H15NO2","Tricyclohexanone triperoxide","82.72","118713","1000357149","C15H24O6","Succinimide, N-methoxy-","82.65"," 11629","5904507","C5H7NO3","Cyclopentanone","82.58","  1277","120923","C5H8O","Cyclopentanone","82.57","  1270","120923","C5H8O","2-Propenoic acid, 4-methylpentyl ester","82.16"," 26127","5143306","C9H16O2","Cyclopentanone","81.95","  1275","120923","C5H8O","Manganese, pentacarbonylethyl-, (oc-6-21)-","81.94"," 70917","15694834","C7H5MnO5","2-Propenamide, N,N'-methylenebis-","81.85"," 24637","110269","C7H10N2O2",0,134734,0,0,0
"2084",2106,21.3438,4,"Succinic acid, ethyl 2-phenoxyethyl ester","88.32"," 96960","1000381191","C14H18O5","Benzenesulfonamide, 4-tert-butyl-N-[4-(2-methyloxazol-5-yl)phenyl]-","86.10","155461","1000317049","C20H22N2O3S","1'H-Cholest-2-eno[3,2-b]indole, 5'-methoxy-, (5.alpha.)-","85.98","179101","55493862","C34H51NO","Bicyclo[2.2.1]heptane-2-acetamide, N-(2,3-dimethyl-6-quinoxalinyl)-","85.97","124534","1000351006","C19H23N3O","Acetamide, 2-(adamantan-1-yl)-N-(2,3-dimethylquinoxalin-6-yl)-","85.92","146972","1000317044","C22H27N3O","1,1,5,6-Tetramethyl-1,2,3,4-tetrahydronaphthalene","85.90"," 45883","31197543","C14H20","2,2-Dihexylmalonic acid, diethyl ester","85.79","135706","54662349","C19H36O4","4H-1-Benzopyran, 4,4,5,8-tetramethyl-","85.24"," 45812","82391068","C13H16O","Acetamide, 2-(adamantan-1-yl)-N-[4-(3-methylpyrazol-1-yl)phenyl]-","84.99","146973","1000317046","C22H27N3O","1H-Isochromene-3-carboxylic acid, 1-oxo-, (3-cyano-6-methyl-4,5,6,7-tetrahydrobenzo[b]thiophen-2-yl)amide","84.90","153171","1000302392","C20H16N2O3S",0,0,0,0,0
"2085",2107,21.35,4,"Succinic acid, phenyl 2-ethoxyethyl ester","80.59"," 96959","1000357989","C14H18O5","Succinic acid, 2-methylphenyl 2-ethoxyethyl ester","79.59","106013","1000357535","C15H20O5","3-Pentanol, 3-methyl-","74.67","  4137","77747","C6H14O","3-Pentanol, 3-methyl-","74.60","  4136","77747","C6H14O","3,4-Dimethyl-5-hexen-3-ol","74.58"," 11415","1569455","C8H16O","3,5-Dimethyl-5-hexen-3-ol","74.44"," 11416","1569466","C8H16O","3-Pentanol, 2,4-dimethyl-","74.35","  7706","600362","C7H16O","Pentanoic acid, 2-hydroxy-, ethyl ester","73.99"," 19753","6938267","C7H14O3","1,3,5-Trioxane, 2,4,6-tripropyl-","73.91"," 64652","2396432","C12H24O3","3-Pentanol, 3-methyl-","73.77","  4121","77747","C6H14O",0,0,0,0,0
